FOLIO,INGRESO,SEM. INSCRITOS,CARRERA,ESTADO PREPA,PROM. PREPA,PROM. ITAM,REPRO.,BAJAS
7696,201103,9,ECO,OAX,09.30,08.43,0,3
7697,201103,17,CEF,OAX,08.80,07.66,19,6
7698,201201,12,DFI,D.F,07.00,07.43,8,3
7699,201103,10,DFI,EME,09.67,07.81,4,5
7700,201103,9,DFI,D.F,07.00,07.62,2,1
7701,201103,9,ACM,D.F,09.48,09.08,0,1
7702,201103,14,ECO,D.F,09.00,08.00,6,7
7703,201103,16,CEF,GRO,09.80,07.89,7,11
7704,201103,11,CPL,D.F,09.10,08.02,2,1
7705,201201,10,ACT,D.F,08.14,07.19,7,4
7706,201103,9,ECO,D.F,08.28,08.70,0,0
7707,201103,11,ACT,D.F,09.86,08.34,2,2
7708,201103,15,ACM,YUC,09.30,08.12,6,19
7709,201103,16,ADM,D.F,07.28,07.04,15,4
7710,201103,10,ADM,EME,08.55,08.19,3,2
7711,201103,13,ADM,D.F,07.10,07.51,8,6
7712,201103,11,ECO,OAX,09.00,07.85,2,5
7713,201103,12,COM,D.F,09.60,08.60,3,12
7714,201103,10,R.I,D.F,09.60,08.98,0,0
7715,201103,11,EMA,D.F,09.24,09.15,0,1
7716,201103,9,IND,D.F,09.35,08.64,0,1
7717,201103,12,ACT,EME,08.66,07.30,9,7
7718,201103,9,DFI,D.F,08.00,08.70,1,2
7719,201103,10,M.A,PUE,08.92,09.00,0,0
7720,201103,15,CEF,B.C,08.60,07.17,10,13
7721,201103,11,DER,VER,09.08,08.74,1,2
7722,201103,14,ECO,D.F,07.73,07.57,4,6
7723,201103,12,ACD,D.F,09.19,08.19,1,3
7724,201103,11,ECO,CHI,09.31,08.17,2,2
7725,201103,10,ACT,D.F,09.72,08.11,0,3
7726,201103,8,ADM,D.F,09.60,08.30,0,0
7727,201103,11,ACT,D.F,09.20,08.45,1,9
7728,201103,12,ACT,QUI,09.60,07.31,7,4
7729,201103,11,IND,VER,09.00,09.06,0,5
7730,201103,9,ECO,JAL,08.95,08.33,1,2
7731,201103,15,CPL,SLP,07.80,07.35,17,3
7732,201103,10,DFI,JAL,08.84,08.23,0,1
7733,201103,11,ECO,EME,08.40,07.83,3,3
7734,201103,12,R.I,N.L,09.52,08.53,3,5
7735,201103,12,NEG,MOR,09.30,07.33,9,5
7736,201103,10,DER,PUE,08.78,08.37,1,1
7737,201103,10,CEF,TAM,08.81,08.06,5,1
7738,201103,9,CPL,EME,09.30,07.70,1,1
7739,201103,11,ECO,GTO,08.59,07.46,2,2
7740,201103,10,DFI,CHS,09.49,07.74,1,4
7741,201103,11,CEF,CHS,09.20,07.47,3,7
7742,201103,15,CPL,CHS,08.10,07.37,14,8
7743,201103,10,ECO,D.F,08.40,08.13,1,3
7744,201103,12,RPL,PUE,08.80,08.56,2,2
7745,201103,10,ACM,PUE,09.40,08.24,2,5
7746,201103,12,R.I,VER,08.40,08.11,9,4
7747,201103,11,ECO,D.F,08.76,07.39,7,4
7748,201103,14,ECO,D.F,07.70,07.48,10,2
7749,201103,13,ACT,D.F,09.40,07.74,12,9
7750,201103,9,ACT,D.F,09.10,08.64,0,2
7751,201103,17,CDF,D.F,08.83,08.35,4,1
7752,201103,12,M.A,D.F,09.10,07.76,2,9
7753,201103,13,ADM,EME,08.90,07.06,10,2
7754,201201,15,ECO,EME,10.00,07.32,18,15
7755,201103,9,CEF,D.F,09.27,08.40,1,1
7756,201103,13,ADM,D.F,07.70,07.43,11,5
7757,201103,11,ECO,D.F,08.95,09.00,0,4
7758,201103,9,M.A,D.F,09.16,09.33,0,0
7759,201103,12,ACD,PUE,09.50,08.26,1,4
7760,201103,9,ACT,PUE,09.17,08.49,0,1
7761,201103,10,CEF,D.F,08.76,08.21,1,7
7762,201103,11,ADF,D.F,08.24,07.73,4,3
7763,201203,12,ECO,VER,09.40,07.85,3,6
7764,201103,11,ADM,D.F,08.19,07.83,6,4
7765,201103,11,ECO,D.F,08.61,07.50,4,2
7766,201103,9,ACT,D.F,09.19,08.79,1,1
7767,201103,11,ACT,D.F,07.38,07.36,6,6
7768,201103,10,ADM,D.F,08.93,07.89,4,1
7769,201103,14,EDE,QRO,09.20,08.49,6,3
7770,201103,9,ECO,QRO,08.80,08.24,1,0
7771,201103,13,ACT,QRO,08.73,06.85,11,6
7772,201103,12,ECO,QRO,09.39,08.30,4,3
7773,201103,11,DFI,D.F,08.70,07.38,5,5
7774,201103,11,DER,EME,08.55,08.26,3,3
7775,201103,14,IND,D.F,08.89,08.17,3,3
7776,201103,11,R.I,D.F,08.27,08.60,3,4
7777,201103,12,IND,D.F,09.24,08.77,0,2
7778,201103,11,ECO,D.F,09.11,08.72,0,7
7779,201103,9,TEL,TAM,09.43,09.21,0,2
7780,201201,12,CEF,D.F,08.60,07.82,2,4
7781,201103,10,DFI,D.F,09.54,07.79,4,2
7782,201103,9,CEF,D.F,09.73,09.13,0,0
7783,201103,17,ICM,QUI,09.72,08.43,7,15
7784,201103,9,IND,D.F,09.63,08.68,1,1
7785,201103,13,EMA,D.F,08.20,07.77,4,5
7786,201103,12,ECO,EME,09.29,08.28,3,13
7787,201201,9,ECO,D.F,07.40,07.98,0,5
7788,201103,15,CPD,MOR,08.90,08.33,3,2
7789,201103,10,ECO,D.F,07.80,08.15,2,0
7790,201103,9,ADM,D.F,07.30,07.74,4,0
7791,201103,9,CEF,ZAC,09.95,09.26,0,1
7792,201103,14,ADM,B.C,09.10,07.88,11,9
7793,201103,14,ADM,D.F,08.16,07.60,11,8
7794,201103,11,MCT,SIN,09.40,08.66,1,6
7795,201103,10,ECO,JAL,09.30,08.28,2,0
7796,201201,13,R.I,D.F,08.93,07.79,7,2
7797,201103,10,R.I,CHI,09.38,07.96,3,4
7798,201103,12,ADM,D.F,09.00,07.96,7,1
7799,201103,12,ICT,D.F,09.69,09.21,0,2
7800,201103,9,CEF,EME,08.49,08.02,2,2
7801,201103,12,M.A,D.F,08.30,07.42,4,4
7802,201203,15,ACT,SIN,09.40,07.78,16,16
7803,201103,11,ERI,D.F,09.65,09.24,0,2
7804,201103,12,ACT,D.F,08.23,07.28,10,5
7805,201103,9,DFI,D.F,09.40,08.28,1,0
7806,201103,11,DER,GTO,08.56,08.09,2,4
7807,201103,12,DER,D.F,07.40,08.07,5,5
7808,201103,10,R.I,D.F,07.09,07.70,4,2
7809,201103,11,DFI,MOR,08.50,07.19,9,4
7810,201103,13,DFI,MOR,08.10,07.32,4,9
7811,201103,16,ACT,JAL,08.30,07.49,17,8
7812,201103,9,ACT,D.F,09.43,07.96,0,1
7813,201103,9,ADM,D.F,08.65,07.85,2,0
7814,201103,10,ADM,EME,08.20,08.30,1,2
7815,201103,16,DER,D.F,08.70,07.81,14,6
7816,201103,11,ACD,EME,08.76,07.79,1,0
7817,201103,10,M.A,EME,08.86,08.62,0,4
7818,201103,12,MCT,D.F,08.79,08.16,4,5
7819,201103,10,ACT,D.F,09.50,08.64,1,3
7820,201103,11,COM,EME,08.20,08.09,3,3
7821,201103,10,R.I,EME,09.10,08.30,0,2
7822,201103,12,EDF,CHI,09.63,09.12,0,1
7823,201103,11,ACF,D.F,08.81,07.73,4,4
7824,201103,12,ECO,D.F,07.73,07.04,7,4
7825,201103,10,ACF,COA,09.29,08.27,0,1
7826,201103,10,CEF,D.F,08.97,08.15,2,2
7827,201103,9,R.I,EME,10.00,08.91,0,0
7828,201103,10,ECO,EME,08.70,08.65,1,1
7829,201201,9,CEF,D.F,07.70,07.85,1,1
7830,201103,14,AII,D.F,08.45,08.43,0,2
7831,201201,9,DER,D.F,08.40,08.70,0,2
7832,201103,9,DFI,CHI,09.36,08.15,1,1
7833,201103,17,CPL,CHI,07.72,07.35,13,10
7834,201103,11,ADM,CHI,09.50,08.09,2,3
7835,201203,11,CEF,SON,09.61,07.47,5,6
7836,201103,9,ECO,PUE,09.15,08.00,1,2
7837,201103,12,R.I,OAX,09.00,08.23,8,14
7838,201103,10,R.I,PUE,09.10,08.40,3,3
7839,201103,10,M.A,PUE,08.74,08.36,4,4
7840,201103,11,ADM,D.F,08.92,07.70,9,1
7841,201103,9,ACT,D.F,09.10,08.30,0,1
7842,201103,12,ACT,D.F,09.16,08.57,2,12
7843,201103,13,ADM,D.F,09.90,08.30,3,9
7844,201103,14,DER,D.F,08.80,07.72,10,4
7845,201201,8,R.I,EME,09.00,08.91,0,0
7846,201103,12,CEF,HGO,08.99,07.66,1,8
7847,201103,11,MCT,D.F,07.90,08.21,3,2
7848,201103,17,DFI,D.F,08.52,07.13,12,8
7849,201103,9,CEF,D.F,09.93,08.38,3,0
7850,201103,8,DFI,D.F,08.50,09.04,0,0
7851,201103,10,DFI,D.F,09.00,08.13,1,1
7852,201103,10,NEG,ZAC,08.16,07.68,5,4
7853,201103,11,NEG,ZAC,09.07,08.70,0,5
7854,201103,16,M.A,D.F,07.70,08.19,15,11
7855,201103,11,CEF,D.F,08.07,08.13,3,2
7856,201103,10,ECO,D.F,08.21,07.89,4,0
7857,201103,9,ADM,D.F,08.30,08.17,2,0
7858,201103,12,ECO,HGO,08.10,08.17,3,5
7859,201103,14,CEF,D.F,08.57,08.00,10,14
7860,201103,12,ECO,QRO,09.20,07.80,3,2
7861,201103,13,ADM,D.F,07.28,07.53,7,2
7862,201103,16,CPL,D.F,09.14,08.27,11,11
7863,201203,10,ADM,D.F,08.46,07.89,3,4
7864,201103,10,R.I,EME,09.50,08.00,5,3
7865,201103,15,ECO,D.F,08.90,07.72,14,8
7866,201103,16,DER,D.F,08.07,07.78,12,5
7867,201201,11,ACD,D.F,09.10,08.42,2,2
7868,201103,11,DER,D.F,08.57,08.28,5,1
7869,201103,10,DFI,GTO,07.60,07.55,5,4
7870,201103,11,R.I,EME,08.97,07.72,9,2
7871,201103,16,CPL,MOR,09.00,07.96,7,7
7872,201201,12,ACT,PUE,09.62,07.51,9,9
7873,201103,11,DER,QRO,08.80,08.19,7,3
7874,201201,12,ECO,HGO,07.40,07.70,9,13
7875,201203,14,R.I,CHI,09.25,07.89,9,4
7876,201103,11,ACT,D.F,09.00,07.26,7,5
7877,201103,10,ADM,QUI,09.50,07.68,3,3
7878,201103,13,CPL,PUE,08.40,07.98,5,5
7879,201201,9,R.I,D.F,09.00,08.85,1,0
7880,201103,9,ADM,D.F,09.00,09.02,0,0
7881,201201,10,ADM,D.F,08.17,07.70,2,2
7882,201103,10,ECO,EME,08.37,08.70,0,2
7883,201103,10,DER,D.F,08.90,08.41,0,1
7884,201103,16,CPL,D.F,09.09,07.89,10,8
7885,201103,11,R.I,D.F,09.70,08.77,3,5
7886,201103,9,COM,MOR,09.90,09.40,0,1
7887,201103,11,ECO,SIN,09.90,08.63,2,2
7888,201103,15,DFI,SIN,08.79,07.78,13,14
7889,201103,9,ACT,D.F,08.62,08.15,2,0
7890,201201,11,ECO,D.F,08.00,07.96,4,0
7891,201103,14,CEF,D.F,08.43,07.40,14,8
7892,201103,11,ACT,D.F,09.10,07.89,7,3
7893,201103,15,COM,D.F,08.62,07.23,13,13
7894,201103,13,ACT,D.F,08.60,07.36,5,7
7895,201103,14,ACT,D.F,08.20,07.28,7,6
7896,201103,13,IND,D.F,08.69,07.61,6,10
7897,201201,9,ADM,D.F,08.82,07.92,1,2
7898,201103,14,ECO,D.F,08.32,07.26,14,8
7899,201103,13,ADM,D.F,09.28,08.77,4,7
7900,201103,11,ADM,D.F,09.40,08.30,6,3
7901,201103,13,R.I,D.F,09.00,08.28,9,9
7902,201103,16,R.I,D.F,08.54,07.47,9,3
7903,201103,10,CEF,GTO,08.70,08.47,1,1
7904,201103,11,DER,PUE,09.42,08.72,2,1
7905,201103,10,M.A,OAX,09.70,08.20,3,5
7906,201103,14,CEF,D.F,06.63,07.28,5,9
7907,201103,12,CEF,D.F,08.48,07.57,13,6
7908,201103,15,ECO,SLP,08.74,07.63,11,4
7909,201103,13,R.I,D.F,08.93,07.83,2,0
7910,201203,11,ADM,OAX,08.60,07.96,2,1
7911,201103,16,ADM,COA,08.00,07.32,10,8
7912,201103,9,ACT,D.F,09.07,08.49,0,2
7913,201103,11,R.I,EME,08.90,07.74,6,3
7914,201103,12,ECO,EME,09.29,08.15,3,2
7915,201103,11,CPL,YUC,08.50,08.38,0,2
7916,201103,9,M.A,YUC,08.77,08.20,1,3
7917,201201,9,DFI,D.F,09.14,08.43,0,2
7918,201103,9,ADM,D.F,09.33,08.98,0,1
7919,201103,16,EPL,D.F,08.72,08.44,11,15
7920,201103,13,CPL,D.F,09.03,08.00,10,5
7921,201103,12,ACT,D.F,07.80,07.85,7,2
7922,201103,12,ADM,D.F,07.97,07.51,6,2
7923,201103,13,ACT,EME,09.10,07.83,7,4
7924,201103,9,M.A,D.F,09.62,09.22,0,1
7925,201103,14,CPL,D.F,08.73,07.59,4,1
7926,201103,12,ECO,D.F,09.19,08.43,5,4
7927,201103,10,ECO,DGO,08.71,07.70,3,0
7928,201103,13,AII,VER,08.50,07.91,4,5
7929,201103,11,DER,D.F,08.17,08.54,3,3
7930,201103,13,DFI,D.F,08.97,08.09,4,8
7931,201103,15,ADM,D.F,08.53,07.30,14,6
7932,201201,13,DER,D.F,08.08,08.37,4,3
7933,201103,16,ECO,VER,09.00,08.59,5,13
7934,201103,10,ADM,JAL,08.63,07.87,4,5
7935,201103,12,ADM,GTO,07.70,07.34,5,9
7936,201103,12,CEF,HGO,08.80,07.81,3,7
7937,201103,12,MIC,D.F,09.60,08.64,0,2
7938,201103,16,ECO,ZZZ,8.87,07.98,13,3
7939,201103,10,DFI,D.F,08.57,07.81,6,3
7940,201103,10,ACT,EME,08.94,08.40,0,1
7941,201103,17,NEG,D.F,09.13,08.23,12,15
7942,201103,10,COM,D.F,08.60,08.45,2,4
7943,201103,12,ECO,D.F,08.94,07.96,5,2
7944,201103,12,ECO,D.F,08.03,07.35,9,3
7945,201103,11,ACT,EME,08.24,07.55,6,3
7946,201201,10,R.I,D.F,08.30,09.40,0,7
7947,201201,12,DER,D.F,08.10,08.35,1,4
7948,201103,8,ADM,D.F,08.53,08.87,0,0
7949,201103,11,ACT,D.F,09.24,08.09,5,2
7950,201103,12,DER,EME,08.31,08.39,4,8
7951,201103,12,ECO,VER,07.50,07.28,8,2
7952,201103,10,ADM,EME,09.11,08.28,2,1
7953,201203,10,ECO,OAX,09.00,08.28,1,1
7954,201103,14,DER,COA,08.77,07.35,11,2
7955,201203,10,DER,D.F,08.00,08.48,1,0
7956,201103,11,ADM,HGO,08.06,07.34,8,0
7957,201103,11,ECO,EME,09.12,08.83,0,1
7958,201201,11,DER,N.L,8.80,08.30,6,1
7959,201103,11,ECO,D.F,09.21,08.09,2,2
7960,201103,10,DER,D.F,09.00,08.65,0,1
7961,201103,11,CPL,D.F,08.83,08.67,4,9
7962,201103,11,DER,EME,09.27,08.26,4,3
7963,201103,9,ECO,QRO,08.20,08.48,1,2
7964,201103,14,CPL,D.F,07.63,07.57,11,6
7965,201103,9,ADM,D.F,08.30,08.34,1,0
7966,201103,10,ADM,D.F,09.73,08.66,0,0
7967,201203,11,ACT,ZZZ,09.00,07.53,7,3
7968,201103,12,CPL,D.F,07.94,07.49,9,7
7969,201203,10,R.I,EME,09.14,08.23,3,3
7970,201103,15,ADM,D.F,07.67,07.38,12,5
7971,201103,11,R.I,B.C,09.60,08.02,4,4
7972,201103,14,IND,D.F,07.24,07.54,13,11
7973,201103,13,ECO,,08.20,07.80,4,5
7974,201103,11,ADM,D.F,07.30,07.28,6,3
7975,201103,12,M.A,D.F,08.20,08.02,5,10
7976,201103,10,ADM,COA,08.28,07.45,3,2
7977,201201,12,ERI,D.F,09.17,08.74,0,11
7978,201103,10,CEF,HGO,08.45,07.68,4,1
7979,201201,13,CEF,SIN,8.17,07.53,10,7
7980,201103,9,R.I,D.F,09.51,09.11,0,2
7981,201103,13,CAT,N.L,09.63,08.73,1,0
7982,201201,13,R.I,D.F,07.72,08.15,7,4
7983,201103,11,R.I,D.F,08.93,07.96,3,4
7984,201103,14,ACD,D.F,07.76,07.69,7,6
7985,201203,12,R.I,EME,09.35,08.13,1,3
7986,201103,11,ADM,D.F,09.05,08.43,2,7
7987,201103,9,ACT,D.F,08.28,08.64,0,1
7988,201103,10,R.I,QRO,08.00,07.36,10,2
7989,201103,11,ACT,D.F,07.76,08.06,3,5
7990,201201,14,ADM,D.F,07.40,07.21,11,3
7991,201103,11,DER,CHI,08.90,08.80,0,5
7992,201103,11,CPL,D.F,09.40,08.83,2,2
7993,201103,11,ACT,D.F,07.52,08.02,2,1
7994,201103,14,ACT,D.F,08.62,07.39,15,11
7995,201103,12,R.I,D.F,08.07,07.32,8,9
7996,201103,12,ECO,EME,09.10,07.26,3,5
7997,201103,14,ACT,EME,08.03,07.23,17,9
7998,201103,9,ADM,QRO,09.68,09.23,0,1
7999,201103,13,DER,QRO,08.50,07.39,9,4
8000,201103,12,ACT,PUE,09.60,07.21,10,6
8001,201103,11,ACT,EME,08.70,07.70,3,1
8002,201103,17,DER,GTO,07.80,07.78,13,8
8003,201103,9,ECO,QRO,09.25,08.00,1,1
8004,201103,17,CPL,JAL,09.00,07.72,13,10
8005,201201,10,DFI,D.F,09.60,08.06,7,5
8006,201103,11,R.I,D.F,08.21,08.55,4,9
8007,201103,11,R.I,MOR,08.83,08.09,2,1
8008,201103,9,CEF,D.F,09.00,08.19,0,5
8009,201103,10,ADM,D.F,08.40,07.83,1,9
8010,201103,10,R.I,D.F,08.00,07.66,8,1
8011,201103,15,ACD,D.F,08.62,08.11,10,8
8012,201103,14,DFI,D.F,08.90,07.64,10,13
8013,201103,12,R.I,D.F,08.19,07.66,7,1
8014,201201,11,ECO,EME,09.40,08.07,6,2
8015,201103,10,ACT,VER,09.50,08.72,0,2
8016,201103,13,ACT,D.F,07.76,07.77,9,6
8017,201103,9,ACT,ZZZ,08.11,07.60,1,1
8018,201103,10,DFI,D.F,06.97,07.57,9,2
8019,201201,14,DER,D.F,07.23,08.33,4,8
8020,201103,13,MIC,D.F,08.77,08.30,1,4
8021,201203,11,CEF,QUI,08.27,07.70,4,4
8022,201201,10,DER,N.L,08.89,08.63,2,2
8023,201103,12,ACT,D.F,07.10,07.72,9,9
8024,201201,14,ECO,D.F,08.54,08.17,11,8
8025,201103,10,ECO,B.C,09.50,08.52,4,0
8026,201103,11,IND,D.F,09.52,09.02,0,4
8027,201103,12,DER,D.F,07.90,08.35,7,8
8028,201203,10,ADM,ZAC,08.29,07.55,4,3
8029,201103,10,CEF,QRO,08.98,08.23,2,0
8030,201103,12,DER,QRO,08.15,08.04,6,5
8031,201103,15,R.I,D.F,06.90,07.17,15,5
8032,201103,11,DER,EME,08.25,07.69,4,2
8033,201203,11,ADM,GTO,08.90,07.49,7,2
8034,201201,10,CPL,VER,08.00,08.21,1,4
8035,201103,10,DER,EME,08.89,09.04,0,3
8036,201103,11,ADM,D.F,08.90,08.13,7,10
8037,201103,14,R.I,D.F,06.60,07.02,14,1
8038,201103,14,ADM,AGS,08.23,07.29,14,8
8039,201103,11,ECO,N.L,08.73,08.72,0,3
8040,201103,9,ADM,N.L,09.44,08.74,0,5
8041,201103,10,ADM,N.L,09.17,07.74,4,4
8042,201103,11,ECO,D.F,07.98,08.37,4,3
8043,201201,12,CPL,D.F,08.30,08.04,5,5
8044,201201,13,ECO,D.F,08.57,08.26,7,2
8045,201201,13,CPL,D.F,09.57,07.98,5,5
8046,201201,8,CPL,D.F,08.86,08.46,0,1
8047,201201,13,ECO,D.F,07.78,07.52,8,12
8048,201203,10,R.I,MOR,09.29,08.34,2,6
8049,201201,8,CEF,EME,09.31,08.55,1,0
8050,201203,11,ECO,MOR,09.10,08.09,1,4
8051,201201,16,ECO,N.L,08.35,07.43,16,9
8052,201203,8,ACT,D.F,09.76,08.91,0,0
8053,201201,14,CPL,JAL,08.95,08.28,10,8
8054,201203,12,ADM,D.F,08.51,08.04,5,6
8055,201203,9,DFI,D.F,08.30,08.21,0,3
8056,201203,10,ECO,D.F,07.30,07.65,1,5
8057,201201,9,ECO,ZZZ,09.80,08.26,0,4
8058,201203,12,COM,VER,09.60,08.17,4,7
8059,201203,11,M.A,D.F,07.17,07.58,10,7
8060,201203,9,ECO,D.F,07.66,08.15,0,0
8061,201203,9,M.A,D.F,08.28,07.51,4,2
8062,201203,10,M.A,D.F,09.14,08.07,2,3
8063,201203,12,ACM,D.F,07.97,07.76,5,1
8064,201201,8,ACT,D.F,08.34,08.11,1,1
8065,201201,10,R.I,D.F,08.50,08.11,1,1
8066,201201,11,ADM,EME,08.95,07.89,1,3
8067,201203,11,DER,ZAC,08.64,08.00,10,3
8068,201201,15,DER,D.F,08.10,07.52,12,4
8069,201203,8,M.A,D.F,08.14,08.76,0,0
8070,201203,10,ECO,EME,08.60,08.54,0,3
8071,201203,9,ECO,ZZZ,8.44,08.02,0,6
8072,201203,10,ACT,ZAC,09.07,07.72,4,4
8073,201203,9,ADM,D.F,08.85,07.49,2,1
8074,201203,11,CEF,CHI,08.67,07.55,1,2
8075,201203,9,DFI,CHI,09.74,08.49,0,1
8076,201203,9,ACT,MIC,09.88,08.38,0,0
8077,201303,8,ECO,ZAC,08.43,09.17,0,1
8078,201203,10,DFI,JAL,08.68,07.94,4,5
8079,201201,11,CPL,D.F,08.20,07.93,10,3
8080,201203,15,DFI,D.F,06.86,06.87,11,13
8081,201201,11,ECO,D.F,09.45,07.50,3,4
8082,201301,9,DFI,D.F,09.40,08.34,0,0
8083,201201,12,CEF,D.F,07.97,07.30,8,7
8084,201203,10,ECO,MOR,09.68,09.59,1,0
8085,201203,10,ECO,D.F,09.80,08.91,1,1
8086,201203,9,DFI,D.F,09.90,08.66,0,0
8087,201203,11,ACT,D.F,08.21,07.49,5,3
8088,201203,11,TCM,D.F,09.90,08.53,1,12
8089,201203,15,EDE,D.F,09.90,08.54,1,8
8090,201203,11,ACT,D.F,09.50,07.68,6,3
8091,201203,9,ACT,D.F,08.52,08.87,0,0
8092,201203,13,ARI,D.F,08.63,08.03,2,6
8093,201201,14,R.I,D.F,08.38,08.04,7,3
8094,201201,14,M.A,D.F,09.35,08.00,11,11
8095,201201,11,CPL,D.F,07.40,08.28,3,2
8096,201203,12,EMA,CHS,09.20,08.66,1,1
8097,201201,11,R.I,PUE,09.30,08.87,1,7
8098,201203,11,R.I,AGS,09.05,08.32,5,0
8099,201203,12,R.I,PUE,09.70,07.74,5,4
8100,201203,12,ERI,PUE,09.00,08.53,2,1
8101,201203,9,DER,D.F,09.13,08.50,1,1
8102,201203,10,ECO,D.F,09.72,09.33,1,0
8103,201203,9,ECO,D.F,09.50,08.46,2,0
8104,201203,11,CPL,QUI,08.57,07.44,9,3
8105,201203,10,ECO,QUI,08.90,08.83,0,3
8106,201203,10,ECO,VER,09.60,08.09,2,2
8107,201301,12,ECO,VER,09.93,08.61,1,1
8108,201203,10,ACD,D.F,09.10,08.02,0,0
8109,201203,11,MCT,D.F,09.83,09.51,0,3
8110,201203,11,ECO,B.C,09.50,07.83,4,3
8111,201203,12,DER,B.C,08.40,08.04,7,3
8112,201203,13,DFI,B.C,09.10,07.34,10,4
8113,201203,13,ECO,B.C,08.50,07.54,5,6
8114,201203,12,RPL,B.C,09.70,08.04,7,3
8115,201301,12,ECO,D.F,08.77,07.76,5,6
8116,201203,11,ACM,D.F,09.55,09.34,0,0
8117,201203,10,DER,MOR,09.20,08.50,0,1
8118,201203,8,ACT,D.F,08.72,09.36,0,0
8119,201201,15,ECO,D.F,07.00,07.28,12,11
8120,201203,9,ACT,D.F,09.10,07.98,2,2
8121,201203,10,ACT,D.F,07.93,07.45,2,2
8122,201203,15,EDE,TAM,09.50,07.97,11,7
8123,201203,12,EMA,TAM,09.75,08.44,3,8
8124,201203,9,NEG,D.F,09.80,09.13,0,1
8125,201203,14,ACT,D.F,08.00,07.51,17,9
8126,201203,13,DER,D.F,08.50,07.56,9,5
8127,201201,10,ACT,D.F,07.52,07.45,2,2
8128,201203,13,CEF,D.F,07.90,07.96,6,7
8129,201201,16,ECO,HGO,09.26,07.29,11,7
8130,201203,10,ADM,TAB,08.91,07.45,3,2
8131,201203,10,ACT,TAB,09.90,08.55,1,1
8132,201203,12,ECO,TAB,09.83,07.67,5,3
8133,201203,10,ADM,TAB,09.66,08.70,0,2
8134,201203,12,ECO,D.F,07.23,07.37,8,2
8135,201203,10,ACD,VER,10.00,08.48,1,0
8136,201201,12,CPL,CAM,08.89,07.93,6,7
8137,201303,10,R.I,SIN,9.5,08.79,3,5
8138,201201,13,MCT,SIN,09.45,08.11,3,8
8139,201203,9,NEG,D.F,09.34,09.09,0,0
8140,201203,12,EMA,D.F,09.59,09.18,1,1
8141,201203,13,ACP,D.F,08.93,08.05,6,2
8142,201203,9,CPL,D.F,09.63,08.85,1,1
8143,201203,11,ECO,D.F,09.47,08.87,1,1
8144,201203,13,ACD,CHS,10.00,08.11,2,6
8145,201203,10,DFI,JAL,08.88,08.38,0,2
8146,201203,10,CEF,AGS,08.94,07.77,5,3
8147,201203,9,DFI,PUE,09.40,08.55,2,0
8148,201203,8,R.I,D.F,09.80,08.85,1,5
8149,201203,10,ACT,D.F,09.31,08.02,0,0
8150,201203,12,EPL,N.L,09.38,09.03,0,2
8151,201201,10,MCT,D.F,07.55,08.30,1,2
8152,201201,10,COM,,09.32,09.11,0,13
8153,201203,10,ECO,D.F,08.80,08.24,4,3
8154,201203,9,DFI,D.F,08.78,07.98,1,1
8155,201203,14,M.A,D.F,07.31,07.38,12,13
8156,201203,9,CPL,YUC,08.36,08.72,0,1
8157,201203,13,DER,EME,07.69,07.83,5,5
8158,201201,10,M.A,JAL,08.27,08.56,0,1
8159,201203,11,ADM,CHI,09.20,07.57,6,4
8160,201203,12,IND,COA,07.67,07.51,6,4
8161,201203,10,ECO,D.F,09.38,09.07,0,3
8162,201203,10,DFI,COA,08.15,07.53,6,2
8163,201203,12,ADM,D.F,08.79,07.62,10,5
8164,201203,13,RPL,PUE,09.45,08.79,2,2
8165,201201,11,ECO,ZZZ,09.73,08.02,1,2
8166,201203,11,ADM,JAL,08.77,07.72,1,2
8167,201301,12,ADM,QRO,09.20,08.15,6,0
8168,201203,12,DFI,QRO,08.30,07.45,6,4
8169,201203,11,ACD,QRO,09.30,08.08,1,4
8170,201203,10,ACT,QRO,09.00,08.64,1,1
8171,201203,10,ADM,D.F,08.50,07.89,3,2
8172,201203,15,ACD,QRO,09.00,07.83,16,2
8173,201201,13,ACT,D.F,07.17,07.55,9,10
8174,201203,12,IND,D.F,08.64,08.19,5,8
8175,201203,11,CPL,EME,08.27,08.41,1,3
8176,201203,10,CPL,D.F,09.10,08.47,1,2
8177,201203,10,CPL,D.F,09.10,08.30,5,2
8178,201203,9,NEG,D.F,08.92,08.15,0,1
8179,201201,12,DFI,JAL,07.80,07.30,6,6
8180,201203,12,R.I,GRO,09.10,07.68,4,10
8181,201203,9,COM,D.F,09.31,08.91,0,0
8182,201203,9,ACT,EME,9.00,08.64,0,0
8183,201203,16,ADM,D.F,08.50,07.57,15,8
8184,201203,6,M.A,EME,08.90,09.33,0,0
8185,201203,9,M.A,D.F,09.10,08.76,0,3
8186,201201,10,R.I,D.F,09.20,08.40,0,0
8187,201203,10,ACT,OAX,08.40,07.85,2,2
8188,201203,12,ACF,TAM,08.40,07.57,2,3
8189,201203,13,ERI,QRO,08.68,07.60,2,3
8190,201203,12,M.A,OAX,10.00,08.47,5,6
8191,201203,10,ADM,D.F,08.68,07.70,2,4
8192,201203,10,ECO,MOR,08.54,08.02,1,2
8193,201203,12,CEF,D.F,08.67,07.85,7,2
8194,201201,11,ECO,QRO,08.80,08.22,4,2
8195,201203,10,ECO,D.F,07.93,08.11,1,2
8196,201203,9,ACT,YUC,09.40,08.23,0,0
